,clim_gamma,clim_c1,clim_c2,clim_kappa1,clim_kappa2,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_Light absorbing particles on snow and ice,fscale_CO2,cc_co2_concentration_1750,seed
52994,1.960127059801393,6.14005775185172,96.76426607196504,1.0323304339668025,0.800786348772658,1.3702880114266651,0.5069640583059358,0.6824967604662313,7.68108210859306,34.638353054443826,0.0005572480814647,1.407155201619504,0.0040155544872767,0.0224683075999121,-0.0018668552111516,-0.0033090881357817,-6.950396873151647e-05,-2.317933725706548e-05,-0.00055203265727,-1.7136276590286143e-06,-4.597024539528754e-05,-7.535802915308282e-06,0.0075682477312934,1377.392111421765,0.0011741950214601,-0.6199801999921464,0.0001929979753497,0.0011957346627164,-9.405753193550804e-05,3.9693764192126965e-05,-0.0002113972327331,0.0006699694192365,0.8405511168834034,1.0466173514261208,1.1911716198054114,0.6082914537857338,0.66956840664145,0.9449667396669112,0.9649933520220744,1.768207861079439,0.9741793957107524,278.9599685029208,22500369
54609,1.8220910851205745,7.541005411124159,96.20371560902775,1.1543264880398774,0.8281697659465834,1.639264639729885,0.5397488430684645,0.264505345947275,8.172334882083323,37.26065724756824,0.0003650301247832,2.4434503939005623,0.001719409564265,0.0135926432542511,-0.0054224958396811,-0.0014874632598021,-5.4184464238020464e-05,-2.517192603606707e-05,-0.0005330290825518,-2.0982573191386955e-06,-2.127889834694065e-05,-7.539082088171086e-06,0.0046415029583704,0.1386492629080399,1.731930830954425e-10,-1.9943616007673288,0.0001871742532142,0.0014963862042583,7.707842104053364e-05,0.0001825214261968,9.362220594354894e-05,0.0020891960448028,1.024094852026848,1.0505965567974065,0.8680749502769498,1.024340352888223,0.9285222856141124,0.8280813517423382,1.3466056382488103,0.4480277161558628,1.0030707217043215,276.0590362972861,23144754
61671,2.1244962483447845,6.02314805532163,121.73770924687643,1.7209878750312468,1.0230231282475557,1.077121273798085,0.4868817085562046,0.3105261575915622,6.704617068523242,31.971097761935525,0.0047306142424976,3.77767156060624,0.0001973124108395,0.0225630813522693,-0.0032088337937005,-0.0024284413970471,-7.29043445655856e-05,-1.234474086641625e-05,-0.000505365772184,-2.624302187744819e-06,-3.62399511962471e-05,-4.455502966839416e-06,0.0041915168795267,0.0006821167779422,0.01300914688431,-0.2216326983043901,0.0002032581559933,0.0013750802225785,-0.0002272051733036,0.0001406278952035,-0.0001947502518635,0.0018734690244013,1.0252780504729757,1.0929741964581174,0.9498353594971308,2.370738120299011,1.353491960783302,0.874229357194116,0.9716580680488358,0.0987798322494912,0.912941136255028,277.49679929011523,25962492
65496,1.7491686025777875,7.39799264356523,58.54267143912188,1.5148842387229815,0.5909150460454938,1.4859777708849564,0.6542504807787453,0.4712173178283542,7.447772410864383,31.46565705454376,0.0047970623479992,4.84012949523249,-0.0003858134537121,0.0406515412691682,-0.0056813768982113,-0.0029986642041102,-6.855551939929526e-05,-4.020351541112103e-05,-0.0005752566115215,-2.792959519885921e-06,-3.576620105120999e-05,-8.275165539796627e-06,0.0225835797423312,0.0359190821485671,1.129116771599435e-16,-0.8610618853825845,0.0002747684668134,0.0010822473452373,1.6736090500798692e-05,-7.424609431408183e-05,0.0002496973983326,0.0022530378937077,1.158742920774391,0.9229863236318768,0.9406437232148104,1.7351434633597826,0.9697185952059116,0.7930772790378571,0.9962348319464788,1.4827072562293653,0.959714137838904,278.8931124611368,27488667
73979,1.5726198493180312,7.280043183292074,94.40823228924476,1.033682001637018,0.6061050174913751,1.1329438959673426,0.2463115712534271,0.0798753205825982,5.224344242895084,37.90140441159311,-0.0003527050453413,-1.5361092242801095,0.0052876722445023,0.0200236081846114,-0.0052860547397621,-0.0032016300719265,-7.155504492581258e-05,-1.7798804690422177e-06,-0.0005544221089133,-3.0959345840769554e-06,-4.081986213968746e-05,-7.921980571304836e-06,0.0066460639532968,6.321856014050943e-14,0.0184947608090585,-1.3654569238483636,0.0002467494086191,0.0012590951828237,-5.12609944133481e-05,0.0001659190020939,-0.0002579454878128,0.0012495764178632,0.9946127381189548,1.1264237615387382,0.8611081589821197,0.9242175340027644,1.051698802206576,1.1138549570302252,0.9324531044518902,0.7411785287102663,0.8258924217843937,277.9602308197163,30873384
74836,2.875666425169364,7.544315150043546,110.161983475851,1.4871111797141632,0.7750639049022408,1.0316704862502988,0.5116214155703601,0.5998060112967241,8.589745970148392,34.786608774728805,0.0023367883377836,-0.4052941550694768,0.0056689294119797,0.0191927760088001,-0.0057918396948315,-0.0025756187548826,-2.862821112676862e-05,-1.702149070231778e-05,-0.0006053961584631,-2.3568612558455807e-06,-5.432836858334066e-05,-7.4659518585103965e-06,0.0032174838782027,1.117625423227913e-15,0.0046731143916935,-0.7665683582240872,0.0002124960526999,0.0014103099678486,-7.415323895355802e-05,-9.691413274943628e-05,-0.0003162465936699,0.000603095052188,0.7845352851757499,0.8966888925728749,1.13220948164144,1.1563658375502028,1.0558813961210325,1.1881912069002627,1.1284736377123756,1.3481050957635647,1.0260740805794035,275.3769921343209,31215327
78776,1.6083644493027511,8.246484594121878,102.9341530420552,1.5057004470902116,0.8990717764784071,1.2306038907386108,0.3614048088113766,0.53513594588376,7.630447803274636,35.91923038027984,0.0002576812357726,1.387980266539656,0.0036701828593998,0.0169980675769603,-0.0058923148937308,-0.0013931100509571,-4.743235840415722e-05,6.378421838411606e-06,-0.000624270872558,-1.8071318877696e-06,-3.026512483267049e-05,-7.429619624358916e-06,0.0021272613920726,1.3289466487992062e-05,1.811202032864121e-14,-4.298032083937675,0.0001887638111655,0.001090106003285,-5.113761960053274e-05,0.0001764546373835,-0.0002709386935502,0.001198569698611,1.0551201292893324,1.1359945832441034,0.8949281092419051,0.8580240919787314,0.8377959419901073,0.9255777756563246,1.3735789555071911,1.3771021627097284,0.971289949163773,278.0577333827239,32787387
80414,2.0191706104255105,9.437071549672387,97.93357403244649,1.3113972396455664,0.8896358609848949,1.3930454761798383,0.3792441101811037,0.6803228075979774,7.599923555467869,34.40554547281836,0.0030134949299994,2.900115082270484,0.000472672743974,0.0171532373271367,-0.0014846475808762,-0.004144175356519,-7.151073957756734e-05,-2.2116432821530972e-05,-0.0005086595177533,-1.1038420931519849e-06,-3.388462570945679e-05,-7.551229011722778e-06,0.0160224771423343,5.1508136785049275e-14,0.0057440117197706,-0.8165724810368747,0.0001977410051266,0.0006591496656667,-8.550603678883498e-05,0.0001399555212156,-9.07910875994032e-05,0.001948831089453,1.2518490276547058,0.8742543627318722,1.1004100396487655,1.507588200755813,0.8929986521628589,0.9547160319267765,0.6537413533969962,-0.4880079813095049,0.9692838689164708,278.6357600544642,33440949
82097,2.298149684855019,6.945991453179744,77.32803544892336,1.392434294246842,0.8308876639960096,0.9647936076447404,0.4212324445140334,0.566850089263671,7.080498773286076,29.888635998488137,0.0083712406856085,3.7232906568590254,-0.0011044639209282,0.0141507374705636,-0.0068069650849582,-0.0016918477362162,-5.4638334424078166e-05,-2.2886733170603023e-05,-0.0004908933560537,-1.4735529329898034e-06,6.130860172335199e-07,-7.113951939095329e-06,0.0006576008137242,0.0072314377048608,5.733142990097014e-14,-7.310164840081805,0.0002145795814382,0.0009422635978267,8.088066669646602e-05,0.000150002884919,-0.0001084045966975,0.0006806776984879,0.9707779708524568,0.8409128180752697,0.9969252281108376,1.6731936982715192,0.7920619068379992,0.9686895757216112,1.1146317867221296,1.374769637322485,0.9367965281361894,275.68399831179323,34112466
86192,1.680914489634152,7.7813089959746735,75.97272577590105,2.125180529464134,0.7882176596307691,1.104823197201152,0.3082709554392738,0.3437754355401493,6.079236646615943,33.39408764413815,0.0043900976219946,3.9413764709689807,-8.091564022901366e-05,0.0258631054434566,-0.0053594654968319,-0.004155462071854,-9.075892364537736e-05,-2.8520699433892285e-05,-0.0005101889416354,-1.6213385704203951e-06,-4.538073871856878e-05,-6.4038939355961125e-06,1.6108824196012062e-06,6.267638082910509e-09,1.5647476752812665e-06,-3110.236944901196,0.0002669307485213,0.0015436114995213,8.399815895556131e-05,0.0001676925622548,-0.0002695238294064,0.0006512042955927,1.0471205106554569,0.8984886004535767,1.028451756869699,0.8846439848189706,1.045728578033975,1.1197333219255368,0.8252695058743169,1.00462159160145,0.8773275327729239,276.26193671445213,35746371
88573,1.3704202056781334,5.396057631049452,94.38769859214554,2.041680382868259,0.7408043439420803,1.6790023636561084,0.8720039801600894,0.1070469344245589,6.956598850600323,34.37992855503247,0.0012510955359352,-1.0525832921108558,0.0047088405099493,0.0186324550540134,-0.00482081802424,-0.0001908529092548,-4.54249274269698e-05,6.0153762905672844e-06,-0.0005273022977775,-2.509009395345391e-06,-3.891454530538474e-05,-7.795870433198969e-06,0.0379587936308188,3.077322480503762e-34,1.191026572112874e-12,-0.2477636957437984,0.0002640195220893,0.0011354928102411,2.2995151646928622e-05,0.0001714772272778,0.0001061270426317,0.0005402574694519,1.1488484454777643,1.113762220158593,0.9699885762920888,0.1345905808243421,1.3704526663631094,0.7913993930467051,0.8600765764232643,-0.106531995413044,0.9283716027559084,282.32557351831355,36696390
90927,3.821951190180239,6.739978268087681,87.17412957884284,1.6221344931439117,0.8333443285763976,1.1072647218335918,0.9117565451807542,0.5733400452918754,7.507055967746382,34.13403246708686,0.0025456363692162,1.8245060399802708,0.0026428607453297,0.0299878669542707,-0.0035529994131163,-0.0006664378760033,-6.684621591705499e-05,-7.048874982655116e-06,-0.0006011054765275,-2.804182429923318e-06,-1.4561524585372496e-05,-7.526031197018157e-06,0.0006661176757851,0.0034557283515953,5.731623619576487e-14,-11.912724647912263,0.0001956653244938,0.0013970313645974,0.0001304435148096,0.0001556629788501,0.000139216523794,0.0019885805518507,1.1201907593067322,1.0401663720554688,0.9021672560022276,1.2042208331206985,0.9107437953590372,1.057825673753761,0.8360178428166549,1.6631934958123504,0.9631149046196168,277.2686287485278,37635636
90994,2.454318787754993,8.83076194466486,56.61743978009065,1.627758952123793,0.7471338204401813,1.8722992042254785,0.6151880635954449,0.7483126066881306,9.342207377524506,39.624516975462576,-0.0029703403843536,-0.255410818092202,0.00473500381776,0.0266677026835153,-0.0017497776481083,-0.0009852518727087,-6.680265690908248e-05,-1.170323947896717e-05,-0.000513876565791,-5.195507790044151e-07,-5.000029161530245e-05,-7.622786928580143e-06,0.0278854200649027,0.0150799655557486,1.0234369077642916e-05,-0.3933675252449273,0.0002487471915085,0.0012387366835379,6.150902693166318e-05,5.301776151430734e-05,0.0001797440889259,-0.0003239447223768,0.9656120126521992,1.1372806730523184,0.87898930625425,1.006487592445203,0.7486371155511571,0.8678861618563782,0.971750631982649,0.736747245941803,1.0660024806545485,277.781177608118,37662369
93300,1.856667233176461,7.838132405255871,60.61450525746234,1.385132283897808,0.7401592906031679,1.0976263354129132,0.1992244785637201,0.6815860909236243,7.276671214418703,30.946055044920108,0.0037848146523935,2.1810893809155214,0.0036305037988635,0.0175802268456383,-0.0033341095111869,-0.0007667275798355,-5.615431208238143e-05,5.676603722656243e-06,-0.0005087876375625,-3.016174148141881e-06,-6.881834666830678e-05,-7.342412335739137e-06,1.0046746814717567e-06,1.0058978599844198e-11,1.4878205767617286e-05,-1464.5158822646151,0.0001481856406135,0.0014639405713082,-7.557283395529568e-05,-4.981478689286957e-05,5.346429356259207e-05,0.0012021680599627,1.1076094325144763,0.9944246247850774,1.0875105953848394,0.8030123905036073,1.254475120869606,1.3042080077294682,0.786035322913072,0.5987266287269893,0.948291513710248,278.96108651409986,38582463
93881,2.3789889134819595,7.090441715816031,88.01124260318207,1.9642476189288125,0.8068194000272176,1.1488235276639425,0.3472362945936704,0.6570109891056406,8.823549094010554,29.60531521206208,0.0083100324429556,2.9965654035053504,-0.0009169646771865,0.0168517315228102,-0.0059730352826655,-0.0015571704995311,-7.1137994816261e-05,-9.38665533833861e-06,-0.0005786868781349,-1.85320093643758e-06,-5.814316594398172e-05,-6.677815605832487e-06,0.0119055010025971,3.932282607035631,6.6821432063217245e-06,-0.4811835772860143,0.0002318648579894,0.000932077413799,8.46761188430389e-05,-1.0847536657723929e-05,0.0002482535722993,0.000678597008283,1.1130329388123752,0.9561606060534168,1.027387999715644,0.939280872509604,0.4117076434247602,1.0673507206134354,1.3235899250830976,1.0270055991071922,1.0388305221688012,278.0346547423234,38814282
97512,2.984117308692655,6.736001757250639,88.16835958279997,1.1271813643257065,0.8985847536523769,1.642864611252295,1.0653821053858812,0.6197516710559875,8.49684486466706,34.67020855905215,0.0016280779955465,2.744279154608866,0.0011756850233163,0.027676463759245,-0.0026225408928199,0.0008501567224047,-9.52169256662604e-05,-2.598329002476659e-05,-0.0005424328660232,-1.6159755067803587e-06,-4.527501527791132e-05,-7.88427989936006e-06,1.147071458472196e-06,5.384009030852553e-07,6.501776377889177e-07,-8597.500292030714,0.0002825959327056,0.0010566397931143,9.759531535496515e-05,0.0002791418563683,0.0002590296533653,0.0016533004028251,1.0728835148505018,0.8220363651225482,1.0310454316326498,1.4380247273649651,0.8654118988341036,0.9861195655552364,0.3427211375597035,1.4028422225546606,1.021018510451915,277.67875310396295,40263051
98263,1.0341821302564544,5.7143461898175145,81.38759609864645,1.530644301111692,0.7150286174242988,1.3138438749709742,0.3542016701013517,0.4353055943970004,8.105619608369725,30.054795388220874,0.0081882188447959,5.760000932930376,-0.0023509474705065,0.0061977175182857,-0.0044861824776466,-0.0016982989582961,-5.47749667242068e-05,-4.527743432409322e-05,-0.0005483065764269,-9.260293432429724e-07,-6.934461745116553e-05,-7.44839097871367e-06,1.0422770413248652e-07,7.088220937339711e-05,8.335466497428914e-07,-3385.0215878779127,0.0002245760069391,0.0014248158818474,-6.688640066727831e-06,0.0002032015307481,-0.0001027592855911,0.0015005923762732,1.2406227492673745,1.0151213731400703,1.008433662915433,0.6381595722610083,0.7034616071663262,1.0428002268995928,1.1871174889191654,1.279787607319829,0.999044003310584,276.79041982721867,40562700
102715,1.9184390240449023,7.298990772895774,113.76685461336174,1.7075799278869837,0.7499777144109245,1.593990879723736,0.6784991063237841,0.5252952978460202,10.095539479653391,32.168210672462614,0.0052710673855343,0.0325623296660881,0.0042093942704083,0.0153897196538188,-0.005865348037574,5.666297222338976e-05,-6.204955958310498e-05,-1.884911051852828e-05,-0.0005295069883422,-2.147774437800993e-06,-6.247669111670906e-05,-7.051043442336658e-06,0.002447083526902,6.241930062268632e-18,0.0005848678070101,-1.8011532966866168,0.0002435414327289,0.0014184432373655,-5.334036962004645e-05,8.995672657987255e-05,3.835104892502875e-05,0.0010384348081027,1.1381759012308843,0.8995508021301726,0.9431493765783436,0.6592242464244489,1.1578183454108903,1.048547331091334,1.169780102720111,0.3244184238121265,1.105558882912657,276.6380142145416,42339048
105223,1.1825156701260662,5.308565384154616,118.04789852997388,1.2180677794085786,0.7671899210991546,1.173432531950127,0.393211516827858,0.5632175756007605,7.15638644401519,33.27349878974049,0.0050152627084382,-0.6856391140181044,0.0022116414894338,0.0254893787977322,-0.0047260351051574,-0.002484411083395,-7.103366680470894e-05,-4.615755963540131e-07,-0.0005354529413506,-3.1627744935143588e-06,-2.901320384675792e-05,-8.671425057794437e-06,0.0818474580160452,6.912760561594496e-46,0.0775300102879244,-0.6443215558304966,0.0002291135692422,0.0010440327735234,-5.3983500297802265e-05,0.0001045533033257,6.609235958293317e-06,0.0015886084299944,1.1416747729176917,1.039480949940744,1.0464603068002845,1.7822906372642942,0.1779018115692957,0.9885928470894432,1.086474794212781,0.7740263455996614,0.9411977988236284,279.46552438116714,43339740
111188,0.8799660609831503,6.003244784849112,99.1113608528565,1.811238675154854,0.851175738757917,1.6944604119278512,0.7215437615781358,0.258156264501911,8.667435777006663,38.358317466076926,-0.0018782309571097,-0.1689898922523319,0.0043992599244816,0.0284037598722485,-0.0018418355471452,-0.0012637569410638,-4.932511078468548e-05,-1.8437533948143611e-06,-0.0005591875962878,-1.5575456286829252e-06,-1.2101219453897588e-05,-8.96037736866008e-06,0.0064489020702024,0.0598978096174583,0.0039093796601987,-0.0622878200871319,0.0002270028234613,0.0012135654040927,-0.0001414414751638,0.0001920849468566,5.177428989948227e-06,0.0019887480298611,0.8554453383382465,1.0490306319159644,0.9780278581455112,0.4605090415631072,1.4149278593492525,1.2143217217969111,1.49196042842308,1.47356558254158,1.0303872305401316,277.8057979319853,45719775
117775,3.879163177831196,8.103061874700748,78.36558906507214,1.1356048785510926,0.8743019297274925,1.4278971934019973,0.9275897701793132,0.7634305210017045,7.647322221116474,35.08492708438695,0.0010299257457827,1.889667525389128,0.0018554207744483,0.0340467453171705,-0.0025715830162489,-0.001952079727365,-7.956804013817491e-05,-2.8732727732514456e-05,-0.0005309946082669,-3.015913781732175e-06,-6.282137162858632e-06,-8.72096843323314e-06,0.0111738474773384,5.572113807300621,3.3602399056875735e-17,-0.8936199164926766,0.0002500083106291,0.0009167186830095,4.695204007954924e-05,2.76612655448236e-05,-7.752303564528675e-05,0.0013469894760111,1.0177315223610868,1.1659769571841323,1.0441078688918213,1.1946046299062671,1.257435998031761,0.8403149413582889,1.1572568265883627,0.9167480344004004,0.9724181682828366,280.4772730699952,48347988
